hidden_layers,activation,epochs,learning_rate,batch_size,accuracy
"[32, 32]",relu,50,0.001,512,0.8380487804878048
"[32, 32]",relu,50,0.0001,16,0.8897560975609756
"[32, 32]",relu,50,0.0001,32,0.8760975609756098
"[32, 32]",relu,50,0.0001,64,0.8282926829268292
"[32, 32]",relu,50,0.0001,128,0.7717073170731708
"[32, 32]",relu,50,0.0001,256,0.7707317073170732
"[32, 32]",relu,50,0.0001,512,0.7317073170731707
"[32, 32]",relu,100,10.0,16,0.4868292682926829
"[32, 32]",relu,100,10.0,32,0.4868292682926829
"[32, 32]",relu,100,10.0,64,0.5131707317073171
"[32, 32]",relu,100,10.0,128,0.49073170731707316
"[32, 32]",relu,100,10.0,256,0.7580487804878049
"[32, 32]",relu,100,10.0,512,0.7746341463414634
"[32, 32]",relu,100,1.0,16,0.5131707317073171
"[32, 32]",relu,100,1.0,32,0.4868292682926829
"[32, 32]",relu,100,1.0,64,0.7970731707317074
"[32, 32]",relu,100,1.0,128,0.5131707317073171
"[32, 32]",relu,100,1.0,256,0.4868292682926829
"[32, 32]",relu,100,1.0,512,0.5131707317073171
"[32, 32]",relu,100,0.1,16,0.6936585365853658
"[32, 32]",relu,100,0.1,32,0.7941463414634147
"[32, 32]",relu,100,0.1,64,0.744390243902439
"[32, 32]",relu,100,0.1,128,0.9795121951219512
"[32, 32]",relu,100,0.1,256,1.0
"[32, 32]",relu,100,0.1,512,0.9424390243902439
"[32, 32]",relu,100,0.01,16,1.0
"[32, 32]",relu,100,0.01,32,1.0
"[32, 32]",relu,100,0.01,64,1.0
"[32, 32]",relu,100,0.01,128,1.0
"[32, 32]",relu,100,0.01,256,0.9960975609756098
"[32, 32]",relu,100,0.01,512,0.9034146341463415
"[32, 32]",relu,100,0.001,16,1.0
"[32, 32]",relu,100,0.001,32,1.0
"[32, 32]",relu,100,0.001,64,1.0
"[32, 32]",relu,100,0.001,128,0.926829268292683
"[32, 32]",relu,100,0.001,256,0.8975609756097561
"[32, 32]",relu,100,0.001,512,0.8517073170731707
"[32, 32]",relu,100,0.0001,16,0.9092682926829269
"[32, 32]",relu,100,0.0001,32,0.8946341463414634
"[32, 32]",relu,100,0.0001,64,0.8760975609756098
"[32, 32]",relu,100,0.0001,128,0.8380487804878048
"[32, 32]",relu,100,0.0001,256,0.5590243902439025
"[32, 32]",relu,100,0.0001,512,0.6487804878048781
"[32, 32]",relu,250,10.0,16,0.4868292682926829
"[32, 32]",relu,250,10.0,32,0.48292682926829267
"[32, 32]",relu,250,10.0,64,0.7687804878048781
"[32, 32]",relu,250,10.0,128,0.8029268292682927
"[32, 32]",relu,250,10.0,256,0.5073170731707317
"[32, 32]",relu,250,10.0,512,0.48292682926829267
"[32, 32]",relu,250,1.0,16,0.3795121951219512
"[32, 32]",relu,250,1.0,32,0.7326829268292683
"[32, 32]",relu,250,1.0,64,0.4868292682926829
"[32, 32]",relu,250,1.0,128,0.4868292682926829
"[32, 32]",relu,250,1.0,256,0.7404878048780488
"[32, 32]",relu,250,1.0,512,0.4868292682926829
"[32, 32]",relu,250,0.1,16,0.5160975609756098
"[32, 32]",relu,250,0.1,32,0.7882926829268293
"[32, 32]",relu,250,0.1,64,0.9082926829268293
"[32, 32]",relu,250,0.1,128,0.9785365853658536
"[32, 32]",relu,250,0.1,256,0.9931707317073171
"[32, 32]",relu,250,0.1,512,0.9814634146341463
"[32, 32]",relu,250,0.01,16,1.0
"[32, 32]",relu,250,0.01,32,0.9853658536585366
"[32, 32]",relu,250,0.01,64,1.0
"[32, 32]",relu,250,0.01,128,1.0
"[32, 32]",relu,250,0.01,256,1.0
"[32, 32]",relu,250,0.01,512,0.9570731707317073
"[32, 32]",relu,250,0.001,16,1.0
"[32, 32]",relu,250,0.001,32,1.0
"[32, 32]",relu,250,0.001,64,1.0
"[32, 32]",relu,250,0.001,128,0.9814634146341463
"[32, 32]",relu,250,0.001,256,0.9092682926829269
"[32, 32]",relu,250,0.001,512,0.8731707317073171
"[32, 32]",relu,250,0.0001,16,0.9707317073170731
"[32, 32]",relu,250,0.0001,32,0.9434146341463414
"[32, 32]",relu,250,0.0001,64,0.9102439024390244
"[32, 32]",relu,250,0.0001,128,0.8439024390243902
"[32, 32]",relu,250,0.0001,256,0.8097560975609757
"[32, 32]",relu,250,0.0001,512,0.8117073170731708
"[32, 32]",softmax,1,10.0,16,0.5951219512195122
"[32, 32]",softmax,1,10.0,32,0.5131707317073171
"[32, 32]",softmax,1,10.0,64,0.5131707317073171
"[32, 32]",softmax,1,10.0,128,0.5131707317073171
"[32, 32]",softmax,1,10.0,256,0.5131707317073171
"[32, 32]",softmax,1,10.0,512,0.5131707317073171
"[32, 32]",softmax,1,1.0,16,0.7814634146341464
"[32, 32]",softmax,1,1.0,32,0.7765853658536586
"[32, 32]",softmax,1,1.0,64,0.824390243902439
"[32, 32]",softmax,1,1.0,128,0.7902439024390244
"[32, 32]",softmax,1,1.0,256,0.4868292682926829
"[32, 32]",softmax,1,1.0,512,0.5131707317073171
"[32, 32]",softmax,1,0.1,16,0.871219512195122
"[32, 32]",softmax,1,0.1,32,0.8653658536585366
"[32, 32]",softmax,1,0.1,64,0.8692682926829268
"[32, 32]",softmax,1,0.1,128,0.855609756097561
"[32, 32]",softmax,1,0.1,256,0.5131707317073171
"[32, 32]",softmax,1,0.1,512,0.8302439024390244
"[32, 32]",softmax,1,0.01,16,0.8360975609756097
"[32, 32]",softmax,1,0.01,32,0.5131707317073171
"[32, 32]",softmax,1,0.01,64,0.4868292682926829
"[32, 32]",softmax,1,0.01,128,0.5131707317073171
"[32, 32]",softmax,1,0.01,256,0.5131707317073171
"[32, 32]",softmax,1,0.01,512,0.4868292682926829
"[32, 32]",softmax,1,0.001,16,0.5131707317073171
"[32, 32]",softmax,1,0.001,32,0.5131707317073171
"[32, 32]",softmax,1,0.001,64,0.5131707317073171
"[32, 32]",softmax,1,0.001,128,0.4868292682926829
"[32, 32]",softmax,1,0.001,256,0.5131707317073171
"[32, 32]",softmax,1,0.001,512,0.5131707317073171
"[32, 32]",softmax,1,0.0001,16,0.4868292682926829
"[32, 32]",softmax,1,0.0001,32,0.4868292682926829
"[32, 32]",softmax,1,0.0001,64,0.5131707317073171
"[32, 32]",softmax,1,0.0001,128,0.4868292682926829
"[32, 32]",softmax,1,0.0001,256,0.5131707317073171
"[32, 32]",softmax,1,0.0001,512,0.4868292682926829
"[32, 32]",softmax,10,10.0,16,0.5229268292682927
"[32, 32]",softmax,10,10.0,32,0.686829268292683
"[32, 32]",softmax,10,10.0,64,0.7219512195121951
"[32, 32]",softmax,10,10.0,128,0.5131707317073171
"[32, 32]",softmax,10,10.0,256,0.5131707317073171
"[32, 32]",softmax,10,10.0,512,0.5131707317073171
"[32, 32]",softmax,10,1.0,16,0.7960975609756098
"[32, 32]",softmax,10,1.0,32,0.7970731707317074
"[32, 32]",softmax,10,1.0,64,0.8253658536585365
"[32, 32]",softmax,10,1.0,128,0.7990243902439025
"[32, 32]",softmax,10,1.0,256,0.8214634146341463
"[32, 32]",softmax,10,1.0,512,0.8302439024390244
"[32, 32]",softmax,10,0.1,16,0.9307317073170732
"[32, 32]",softmax,10,0.1,32,0.9521951219512195
"[32, 32]",softmax,10,0.1,64,0.944390243902439
"[32, 32]",softmax,10,0.1,128,0.9453658536585365
"[32, 32]",softmax,10,0.1,256,0.8887804878048781
"[32, 32]",softmax,10,0.1,512,0.9141463414634147
"[32, 32]",softmax,10,0.01,16,0.9482926829268292
"[32, 32]",softmax,10,0.01,32,0.9541463414634146
"[32, 32]",softmax,10,0.01,64,0.9141463414634147
"[32, 32]",softmax,10,0.01,128,0.8663414634146341
"[32, 32]",softmax,10,0.01,256,0.8360975609756097
"[32, 32]",softmax,10,0.01,512,0.5131707317073171
"[32, 32]",softmax,10,0.001,16,0.8565853658536585
"[32, 32]",softmax,10,0.001,32,0.5131707317073171
"[32, 32]",softmax,10,0.001,64,0.5131707317073171
"[32, 32]",softmax,10,0.001,128,0.4868292682926829
"[32, 32]",softmax,10,0.001,256,0.4868292682926829
"[32, 32]",softmax,10,0.001,512,0.4868292682926829
"[32, 32]",softmax,10,0.0001,16,0.4868292682926829
"[32, 32]",softmax,10,0.0001,32,0.4868292682926829
"[32, 32]",softmax,10,0.0001,64,0.5131707317073171
"[32, 32]",softmax,10,0.0001,128,0.5131707317073171
"[32, 32]",softmax,10,0.0001,256,0.4868292682926829
"[32, 32]",softmax,10,0.0001,512,0.4868292682926829
"[32, 32]",softmax,25,10.0,16,0.7170731707317073
"[32, 32]",softmax,25,10.0,32,0.5131707317073171
"[32, 32]",softmax,25,10.0,64,0.5131707317073171
"[32, 32]",softmax,25,10.0,128,0.5131707317073171
"[32, 32]",softmax,25,10.0,256,0.5131707317073171
"[32, 32]",softmax,25,10.0,512,0.5131707317073171
"[32, 32]",softmax,25,1.0,16,0.7873170731707317
"[32, 32]",softmax,25,1.0,32,0.7590243902439024
"[32, 32]",softmax,25,1.0,64,0.8048780487804879
"[32, 32]",softmax,25,1.0,128,0.8380487804878048
"[32, 32]",softmax,25,1.0,256,0.8097560975609757
"[32, 32]",softmax,25,1.0,512,0.5541463414634147
"[32, 32]",softmax,25,0.1,16,0.92
"[32, 32]",softmax,25,0.1,32,0.9336585365853659
"[32, 32]",softmax,25,0.1,64,0.9404878048780487
"[32, 32]",softmax,25,0.1,128,0.9463414634146341
"[32, 32]",softmax,25,0.1,256,0.9307317073170732
"[32, 32]",softmax,25,0.1,512,0.926829268292683
"[32, 32]",softmax,25,0.01,16,0.984390243902439
"[32, 32]",softmax,25,0.01,32,0.9668292682926829
"[32, 32]",softmax,25,0.01,64,0.9580487804878048
"[32, 32]",softmax,25,0.01,128,0.9365853658536586
"[32, 32]",softmax,25,0.01,256,0.8848780487804878
"[32, 32]",softmax,25,0.01,512,0.8
"[32, 32]",softmax,25,0.001,16,0.9063414634146342
"[32, 32]",softmax,25,0.001,32,0.8770731707317073
"[32, 32]",softmax,25,0.001,64,0.8282926829268292
"[32, 32]",softmax,25,0.001,128,0.5131707317073171
"[32, 32]",softmax,25,0.001,256,0.4868292682926829
"[32, 32]",softmax,25,0.001,512,0.4868292682926829
"[32, 32]",softmax,25,0.0001,16,0.5131707317073171
"[32, 32]",softmax,25,0.0001,32,0.4868292682926829
"[32, 32]",softmax,25,0.0001,64,0.5131707317073171
"[32, 32]",softmax,25,0.0001,128,0.5131707317073171
"[32, 32]",softmax,25,0.0001,256,0.4868292682926829
"[32, 32]",softmax,25,0.0001,512,0.4868292682926829
"[32, 32]",softmax,50,10.0,16,0.6907317073170731
"[32, 32]",softmax,50,10.0,32,0.5131707317073171
"[32, 32]",softmax,50,10.0,64,0.5131707317073171
"[32, 32]",softmax,50,10.0,128,0.5131707317073171
"[32, 32]",softmax,50,10.0,256,0.5131707317073171
"[32, 32]",softmax,50,10.0,512,0.5131707317073171
"[32, 32]",softmax,50,1.0,16,0.5131707317073171
"[32, 32]",softmax,50,1.0,32,0.7717073170731708
"[32, 32]",softmax,50,1.0,64,0.8195121951219512
"[32, 32]",softmax,50,1.0,128,0.8214634146341463
"[32, 32]",softmax,50,1.0,256,0.8165853658536585
"[32, 32]",softmax,50,1.0,512,0.7960975609756098
"[32, 32]",softmax,50,0.1,16,0.9307317073170732
"[32, 32]",softmax,50,0.1,32,0.9287804878048781
"[32, 32]",softmax,50,0.1,64,0.9365853658536586
"[32, 32]",softmax,50,0.1,128,0.9658536585365853
"[32, 32]",softmax,50,0.1,256,0.944390243902439
"[32, 32]",softmax,50,0.1,512,0.9473170731707317
"[32, 32]",softmax,50,0.01,16,0.9941463414634146
"[32, 32]",softmax,50,0.01,32,0.9785365853658536
"[32, 32]",softmax,50,0.01,64,0.9707317073170731
"[32, 32]",softmax,50,0.01,128,0.9551219512195122
"[32, 32]",softmax,50,0.01,256,0.9024390243902439
"[32, 32]",softmax,50,0.01,512,0.8663414634146341
"[32, 32]",softmax,50,0.001,16,0.944390243902439
"[32, 32]",softmax,50,0.001,32,0.911219512195122
"[32, 32]",softmax,50,0.001,64,0.8770731707317073
"[32, 32]",softmax,50,0.001,128,0.8204878048780487
"[32, 32]",softmax,50,0.001,256,0.5131707317073171
"[32, 32]",softmax,50,0.001,512,0.5131707317073171
"[32, 32]",softmax,50,0.0001,16,0.8390243902439024
"[32, 32]",softmax,50,0.0001,32,0.5131707317073171
"[32, 32]",softmax,50,0.0001,64,0.4868292682926829
"[32, 32]",softmax,50,0.0001,128,0.5131707317073171
"[32, 32]",softmax,50,0.0001,256,0.4868292682926829
"[32, 32]",softmax,50,0.0001,512,0.4868292682926829
"[32, 32]",softmax,100,10.0,16,0.5131707317073171
"[32, 32]",softmax,100,10.0,32,0.5131707317073171
"[32, 32]",softmax,100,10.0,64,0.5170731707317073
"[32, 32]",softmax,100,10.0,128,0.5131707317073171
"[32, 32]",softmax,100,10.0,256,0.5131707317073171
"[32, 32]",softmax,100,10.0,512,0.5131707317073171
"[32, 32]",softmax,100,1.0,16,0.6926829268292682
"[32, 32]",softmax,100,1.0,32,0.7736585365853659
"[32, 32]",softmax,100,1.0,64,0.7229268292682927
"[32, 32]",softmax,100,1.0,128,0.806829268292683
"[32, 32]",softmax,100,1.0,256,0.7970731707317074
"[32, 32]",softmax,100,1.0,512,0.7882926829268293
"[32, 32]",softmax,100,0.1,16,0.8878048780487805
"[32, 32]",softmax,100,0.1,32,0.9190243902439025
"[32, 32]",softmax,100,0.1,64,0.9717073170731707
"[32, 32]",softmax,100,0.1,128,0.968780487804878
"[32, 32]",softmax,100,0.1,256,0.9297560975609757
"[32, 32]",softmax,100,0.1,512,0.9395121951219512
"[32, 32]",softmax,100,0.01,16,0.9834146341463414
"[32, 32]",softmax,100,0.01,32,0.9941463414634146
"[32, 32]",softmax,100,0.01,64,0.9902439024390244
"[32, 32]",softmax,100,0.01,128,0.9668292682926829
"[32, 32]",softmax,100,0.01,256,0.9609756097560975
"[32, 32]",softmax,100,0.01,512,0.9004878048780488
"[32, 32]",softmax,100,0.001,16,0.9609756097560975
"[32, 32]",softmax,100,0.001,32,0.9541463414634146
"[32, 32]",softmax,100,0.001,64,0.9151219512195122
"[32, 32]",softmax,100,0.001,128,0.8760975609756098
"[32, 32]",softmax,100,0.001,256,0.7873170731707317
"[32, 32]",softmax,100,0.001,512,0.5131707317073171
"[32, 32]",softmax,100,0.0001,16,0.8497560975609756
"[32, 32]",softmax,100,0.0001,32,0.7834146341463415
"[32, 32]",softmax,100,0.0001,64,0.5131707317073171
"[32, 32]",softmax,100,0.0001,128,0.5131707317073171
"[32, 32]",softmax,100,0.0001,256,0.5131707317073171
"[32, 32]",softmax,100,0.0001,512,0.5131707317073171
"[32, 32]",softmax,250,10.0,16,0.5131707317073171
"[32, 32]",softmax,250,10.0,32,0.5131707317073171
"[32, 32]",softmax,250,10.0,64,0.5131707317073171
"[32, 32]",softmax,250,10.0,128,0.7980487804878049
"[32, 32]",softmax,250,10.0,256,0.5131707317073171
"[32, 32]",softmax,250,10.0,512,0.5160975609756098
"[32, 32]",softmax,250,1.0,16,0.7307317073170732
"[32, 32]",softmax,250,1.0,32,0.646829268292683
"[32, 32]",softmax,250,1.0,64,0.8468292682926829
"[32, 32]",softmax,250,1.0,128,0.6790243902439025
"[32, 32]",softmax,250,1.0,256,0.7482926829268293
"[32, 32]",softmax,250,1.0,512,0.4868292682926829
"[32, 32]",softmax,250,0.1,16,0.8478048780487805
"[32, 32]",softmax,250,0.1,32,0.8702439024390244
"[32, 32]",softmax,250,0.1,64,0.9239024390243903
"[32, 32]",softmax,250,0.1,128,0.9317073170731708
"[32, 32]",softmax,250,0.1,256,0.9521951219512195
"[32, 32]",softmax,250,0.1,512,0.9765853658536585
"[32, 32]",softmax,250,0.01,16,1.0
"[32, 32]",softmax,250,0.01,32,1.0
"[32, 32]",softmax,250,0.01,64,0.9970731707317073
"[32, 32]",softmax,250,0.01,128,0.9873170731707317
"[32, 32]",softmax,250,0.01,256,0.9765853658536585
"[32, 32]",softmax,250,0.01,512,0.9473170731707317
"[32, 32]",softmax,250,0.001,16,0.9824390243902439
"[32, 32]",softmax,250,0.001,32,0.9775609756097561
"[32, 32]",softmax,250,0.001,64,0.9609756097560975
"[32, 32]",softmax,250,0.001,128,0.9297560975609757
"[32, 32]",softmax,250,0.001,256,0.8760975609756098
"[32, 32]",softmax,250,0.001,512,0.8380487804878048
"[32, 32]",softmax,250,0.0001,16,0.8907317073170732
"[32, 32]",softmax,250,0.0001,32,0.8721951219512195
"[32, 32]",softmax,250,0.0001,64,0.7863414634146342
"[32, 32]",softmax,250,0.0001,128,0.4868292682926829
"[32, 32]",softmax,250,0.0001,256,0.5131707317073171
"[32, 32]",softmax,250,0.0001,512,0.4868292682926829
"[32, 32]",tanh,1,10.0,16,0.7492682926829268
"[32, 32]",tanh,1,10.0,32,0.7151219512195122
"[32, 32]",tanh,1,10.0,64,0.7736585365853659
"[32, 32]",tanh,1,10.0,128,0.8009756097560976
"[32, 32]",tanh,1,10.0,256,0.7892682926829269
"[32, 32]",tanh,1,10.0,512,0.7921951219512195
"[32, 32]",tanh,1,1.0,16,0.7580487804878049
"[32, 32]",tanh,1,1.0,32,0.7951219512195122
"[32, 32]",tanh,1,1.0,64,0.7707317073170732
"[32, 32]",tanh,1,1.0,128,0.817560975609756
"[32, 32]",tanh,1,1.0,256,0.7921951219512195
"[32, 32]",tanh,1,1.0,512,0.1951219512195122
"[32, 32]",tanh,1,0.1,16,0.8770731707317073
"[32, 32]",tanh,1,0.1,32,0.7112195121951219
"[32, 32]",tanh,1,0.1,64,0.8390243902439024
"[32, 32]",tanh,1,0.1,128,0.8829268292682927
"[32, 32]",tanh,1,0.1,256,0.8634146341463415
"[32, 32]",tanh,1,0.1,512,0.8263414634146341
"[32, 32]",tanh,1,0.01,16,0.8585365853658536
"[32, 32]",tanh,1,0.01,32,0.8595121951219512
"[32, 32]",tanh,1,0.01,64,0.8478048780487805
"[32, 32]",tanh,1,0.01,128,0.8439024390243902
"[32, 32]",tanh,1,0.01,256,0.8263414634146341
"[32, 32]",tanh,1,0.01,512,0.817560975609756
"[32, 32]",tanh,1,0.001,16,0.8380487804878048
"[32, 32]",tanh,1,0.001,32,0.806829268292683
"[32, 32]",tanh,1,0.001,64,0.8234146341463414
"[32, 32]",tanh,1,0.001,128,0.7453658536585366
"[32, 32]",tanh,1,0.001,256,0.7639024390243903
"[32, 32]",tanh,1,0.001,512,0.4721951219512195
"[32, 32]",tanh,1,0.0001,16,0.7053658536585365
"[32, 32]",tanh,1,0.0001,32,0.5463414634146342
"[32, 32]",tanh,1,0.0001,64,0.6263414634146341
"[32, 32]",tanh,1,0.0001,128,0.2809756097560976
"[32, 32]",tanh,1,0.0001,256,0.4009756097560976
"[32, 32]",tanh,1,0.0001,512,0.5063414634146342
"[32, 32]",tanh,10,10.0,16,0.7365853658536585
"[32, 32]",tanh,10,10.0,32,0.7931707317073171
"[32, 32]",tanh,10,10.0,64,0.6360975609756098
"[32, 32]",tanh,10,10.0,128,0.7668292682926829
"[32, 32]",tanh,10,10.0,256,0.7785365853658537
"[32, 32]",tanh,10,10.0,512,0.7941463414634147
"[32, 32]",tanh,10,1.0,16,0.7395121951219512
"[32, 32]",tanh,10,1.0,32,0.8302439024390244
"[32, 32]",tanh,10,1.0,64,0.8019512195121952
"[32, 32]",tanh,10,1.0,128,0.8195121951219512
"[32, 32]",tanh,10,1.0,256,0.8419512195121951
"[32, 32]",tanh,10,1.0,512,0.7278048780487805
"[32, 32]",tanh,10,0.1,16,0.9395121951219512
"[32, 32]",tanh,10,0.1,32,0.9395121951219512
"[32, 32]",tanh,10,0.1,64,0.9902439024390244
"[32, 32]",tanh,10,0.1,128,0.9190243902439025
"[32, 32]",tanh,10,0.1,256,0.911219512195122
"[32, 32]",tanh,10,0.1,512,0.8282926829268292
"[32, 32]",tanh,10,0.01,16,0.9892682926829268
"[32, 32]",tanh,10,0.01,32,0.9473170731707317
"[32, 32]",tanh,10,0.01,64,0.9248780487804878
"[32, 32]",tanh,10,0.01,128,0.8751219512195122
"[32, 32]",tanh,10,0.01,256,0.8370731707317073
"[32, 32]",tanh,10,0.01,512,0.8097560975609757
"[32, 32]",tanh,10,0.001,16,0.8682926829268293
"[32, 32]",tanh,10,0.001,32,0.8604878048780488
"[32, 32]",tanh,10,0.001,64,0.8439024390243902
"[32, 32]",tanh,10,0.001,128,0.8458536585365853
"[32, 32]",tanh,10,0.001,256,0.8214634146341463
"[32, 32]",tanh,10,0.001,512,0.8126829268292682
"[32, 32]",tanh,10,0.0001,16,0.8282926829268292
"[32, 32]",tanh,10,0.0001,32,0.7951219512195122
"[32, 32]",tanh,10,0.0001,64,0.8117073170731708
"[32, 32]",tanh,10,0.0001,128,0.6760975609756098
"[32, 32]",tanh,10,0.0001,256,0.608780487804878
"[32, 32]",tanh,10,0.0001,512,0.4751219512195122
"[32, 32]",tanh,25,10.0,16,0.23414634146341465
"[32, 32]",tanh,25,10.0,32,0.8078048780487805
"[32, 32]",tanh,25,10.0,64,0.25853658536585367
"[32, 32]",tanh,25,10.0,128,0.23317073170731709
"[32, 32]",tanh,25,10.0,256,0.7736585365853659
"[32, 32]",tanh,25,10.0,512,0.7736585365853659
"[32, 32]",tanh,25,1.0,16,0.84
"[32, 32]",tanh,25,1.0,32,0.806829268292683
"[32, 32]",tanh,25,1.0,64,0.8195121951219512
"[32, 32]",tanh,25,1.0,128,0.8263414634146341
"[32, 32]",tanh,25,1.0,256,0.7463414634146341
"[32, 32]",tanh,25,1.0,512,0.8380487804878048
"[32, 32]",tanh,25,0.1,16,0.9258536585365854
"[32, 32]",tanh,25,0.1,32,0.9931707317073171
"[32, 32]",tanh,25,0.1,64,0.9931707317073171
"[32, 32]",tanh,25,0.1,128,0.9960975609756098
"[32, 32]",tanh,25,0.1,256,0.9765853658536585
"[32, 32]",tanh,25,0.1,512,0.8370731707317073
"[32, 32]",tanh,25,0.01,16,1.0
"[32, 32]",tanh,25,0.01,32,1.0
"[32, 32]",tanh,25,0.01,64,0.9960975609756098
"[32, 32]",tanh,25,0.01,128,0.911219512195122
"[32, 32]",tanh,25,0.01,256,0.8585365853658536
"[32, 32]",tanh,25,0.01,512,0.8165853658536585
"[32, 32]",tanh,25,0.001,16,0.926829268292683
"[32, 32]",tanh,25,0.001,32,0.8741463414634146
"[32, 32]",tanh,25,0.001,64,0.8721951219512195
"[32, 32]",tanh,25,0.001,128,0.8673170731707317
"[32, 32]",tanh,25,0.001,256,0.8517073170731707
"[32, 32]",tanh,25,0.001,512,0.8078048780487805
"[32, 32]",tanh,25,0.0001,16,0.8673170731707317
"[32, 32]",tanh,25,0.0001,32,0.8380487804878048
"[32, 32]",tanh,25,0.0001,64,0.8204878048780487
"[32, 32]",tanh,25,0.0001,128,0.7951219512195122
"[32, 32]",tanh,25,0.0001,256,0.7160975609756097
"[32, 32]",tanh,25,0.0001,512,0.5082926829268293
"[32, 32]",tanh,50,10.0,16,0.7473170731707317
"[32, 32]",tanh,50,10.0,32,0.48097560975609754
"[32, 32]",tanh,50,10.0,64,0.4321951219512195
"[32, 32]",tanh,50,10.0,128,0.7609756097560976
"[32, 32]",tanh,50,10.0,256,0.21853658536585366
"[32, 32]",tanh,50,10.0,512,0.22634146341463415
"[32, 32]",tanh,50,1.0,16,0.8146341463414634
"[32, 32]",tanh,50,1.0,32,0.8809756097560976
"[32, 32]",tanh,50,1.0,64,0.8321951219512195
"[32, 32]",tanh,50,1.0,128,0.7678048780487805
"[32, 32]",tanh,50,1.0,256,0.8390243902439024
"[32, 32]",tanh,50,1.0,512,0.8263414634146341
"[32, 32]",tanh,50,0.1,16,0.8897560975609756
"[32, 32]",tanh,50,0.1,32,0.9726829268292683
"[32, 32]",tanh,50,0.1,64,1.0
"[32, 32]",tanh,50,0.1,128,0.9619512195121951
"[32, 32]",tanh,50,0.1,256,0.9785365853658536
"[32, 32]",tanh,50,0.1,512,0.953170731707317
"[32, 32]",tanh,50,0.01,16,1.0
"[32, 32]",tanh,50,0.01,32,1.0
"[32, 32]",tanh,50,0.01,64,1.0
"[32, 32]",tanh,50,0.01,128,0.9219512195121952
"[32, 32]",tanh,50,0.01,256,0.8917073170731707
"[32, 32]",tanh,50,0.01,512,0.8107317073170732
"[32, 32]",tanh,50,0.001,16,0.9804878048780488
"[32, 32]",tanh,50,0.001,32,0.9560975609756097
"[32, 32]",tanh,50,0.001,64,0.8887804878048781
"[32, 32]",tanh,50,0.001,128,0.871219512195122
"[32, 32]",tanh,50,0.001,256,0.864390243902439
"[32, 32]",tanh,50,0.001,512,0.833170731707317
"[32, 32]",tanh,50,0.0001,16,0.8595121951219512
"[32, 32]",tanh,50,0.0001,32,0.8536585365853658
"[32, 32]",tanh,50,0.0001,64,0.8468292682926829
"[32, 32]",tanh,50,0.0001,128,0.8263414634146341
"[32, 32]",tanh,50,0.0001,256,0.7570731707317073
"[32, 32]",tanh,50,0.0001,512,0.6956097560975609
"[32, 32]",tanh,100,10.0,16,0.6809756097560976
"[32, 32]",tanh,100,10.0,32,0.23902439024390243
"[32, 32]",tanh,100,10.0,64,0.6058536585365853
"[32, 32]",tanh,100,10.0,128,0.7668292682926829
"[32, 32]",tanh,100,10.0,256,0.21951219512195122
"[32, 32]",tanh,100,10.0,512,0.7736585365853659
"[32, 32]",tanh,100,1.0,16,0.8448780487804878
"[32, 32]",tanh,100,1.0,32,0.8624390243902439
"[32, 32]",tanh,100,1.0,64,0.9190243902439025
"[32, 32]",tanh,100,1.0,128,0.8965853658536586
"[32, 32]",tanh,100,1.0,256,0.8439024390243902
"[32, 32]",tanh,100,1.0,512,0.8614634146341463
"[32, 32]",tanh,100,0.1,16,0.9258536585365854
"[32, 32]",tanh,100,0.1,32,1.0
"[32, 32]",tanh,100,0.1,64,0.9863414634146341
"[32, 32]",tanh,100,0.1,128,1.0
"[32, 32]",tanh,100,0.1,256,1.0
"[32, 32]",tanh,100,0.1,512,0.9239024390243903
"[32, 32]",tanh,100,0.01,16,1.0
"[32, 32]",tanh,100,0.01,32,1.0
"[32, 32]",tanh,100,0.01,64,1.0
"[32, 32]",tanh,100,0.01,128,1.0
"[32, 32]",tanh,100,0.01,256,0.8936585365853659
"[32, 32]",tanh,100,0.01,512,0.8468292682926829
"[32, 32]",tanh,100,0.001,16,1.0
"[32, 32]",tanh,100,0.001,32,1.0
"[32, 32]",tanh,100,0.001,64,0.9765853658536585
"[32, 32]",tanh,100,0.001,128,0.88
"[32, 32]",tanh,100,0.001,256,0.8497560975609756
"[32, 32]",tanh,100,0.001,512,0.8614634146341463
"[32, 32]",tanh,100,0.0001,16,0.8731707317073171
"[32, 32]",tanh,100,0.0001,32,0.8595121951219512
